"MyUnknownColumn","Mat","Inns","Balls","Runs","Wkts","BBI","Ave","Econ","SR","4","5","start","end","name","country"
1495,104,1,4,7,1,"1/7",7.0,10.5,4.0,0,0,1991,2000,"VG Kambli","INDIA"
1496,1,1,30,36,1,"1/36",36.0,7.2,30.0,0,0,2001,2001,"Kashif Raza","PAK"
1497,6,5,216,172,1,"1/27",172.0,4.77,216.0,0,0,2007,2008,"GE Kidd","IRE"
1498,32,3,19,20,1,"1/9",20.0,6.31,19.0,0,0,1986,1989,"R Lamba","INDIA"
1499,8,1,12,3,1,"1/3",3.0,1.5,12.0,0,0,1973,1980,"D Lloyd","ENG"
1500,1,1,60,60,1,"1/60",60.0,6.0,60.0,0,0,2003,2003,"JL Louw","NAM"
1501,74,3,8,10,1,"1/2",10.0,7.5,8.0,0,0,1988,1996,"SV Manjrekar","INDIA"
1502,1,1,35,47,1,"1/47",47.0,8.05,35.0,0,0,1974,1974,"AV Mankad","INDIA"
1503,1,1,48,44,1,"1/44",44.0,5.5,48.0,0,0,2008,2008,"Mansoor Amjad","PAK"
1504,1,1,24,40,1,"1/40",40.0,10.0,24.0,0,0,2015,2015,"AW Mathieson","NZ"
1505,10,3,72,70,1,"1/23",70.0,5.83,72.0,0,0,2006,2007,"DES Maxwell","CAN"
1506,2,2,84,79,1,"1/45",79.0,5.64,84.0,0,0,2019,2019,"PHKD Mendis","SL"
1507,42,2,9,12,1,"1/6",12.0,8.0,9.0,0,0,2006,2013,"T Mishra","KENYA"
1508,3,3,162,153,1,"1/44",153.0,5.66,162.0,0,0,2019,2019,"Mohammad Abbas","PAK"
1509,288,2,2,1,1,"1/0",1.0,3.0,2.0,0,0,1998,2010,"Mohammad Yousuf","PAK"
1510,75,2,12,5,1,"1/2",5.0,2.5,12.0,0,0,1977,1986,"Mohsin Khan","PAK"
1511,4,1,24,6,1,"1/6",6.0,1.5,24.0,0,0,1997,1997,"Mujahid Jamshed","PAK"
1512,3,3,126,157,1,"1/61",157.0,7.47,126.0,0,0,2002,2004,"W Mwayenga","ZIM"
1513,1,1,54,50,1,"1/50",50.0,5.55,54.0,0,0,1975,1975,"J Nagenda","EAf"
1514,3,3,173,116,1,"1/34",116.0,4.02,173.0,0,0,1975,1975,"PG Nana","EAf"
1515,1,1,42,20,1,"1/20",20.0,2.85,42.0,0,0,2009,2009,"DP Nannes","AUS"
1516,4,4,222,161,1,"1/51",161.0,4.35,222.0,0,0,1981,1982,"SV Nayak","INDIA"
1517,2,2,102,80,1,"1/29",80.0,4.7,102.0,0,0,2019,2019,"A Ndlovu","ZIM"
1518,2,2,78,66,1,"1/46",66.0,5.07,78.0,0,0,1999,1999,"Neeyamur Rashid","BDESH"
1519,1,1,55,24,1,"1/24",24.0,2.61,55.0,0,0,2019,2019,"A Neill","SCOT"
1520,1,1,54,46,1,"1/46",46.0,5.11,54.0,0,0,2008,2008,"AA Noffke","AUS"
1521,23,7,120,94,1,"1/11",94.0,4.7,120.0,0,0,2006,2009,"SD Outerbridge","BMUDA"
1522,2,2,96,93,1,"1/40",93.0,5.81,96.0,0,0,2016,2016,"JS Paris","AUS"
1523,24,1,16,10,1,"1/10",10.0,3.75,16.0,0,0,1974,1981,"JM Parker","NZ"
1524,5,5,159,201,1,"1/50",201.0,7.58,159.0,0,0,1997,2001,"AJ Penn","NZ"
1525,1,1,42,22,1,"1/22",22.0,3.14,42.0,0,0,1978,1978,"N Phillip","WI"
1526,2,2,114,105,1,"1/40",105.0,5.52,114.0,0,0,2017,2017,"PM Pushpakumara","SL"
1527,24,3,36,38,1,"1/23",38.0,6.33,36.0,0,0,1999,1999,"S Ramesh","INDIA"
1528,2,2,102,82,1,"1/33",82.0,4.82,102.0,0,0,1993,1993,"N Ranatunga","SL"
1529,2,2,105,110,1,"1/44",110.0,6.28,105.0,0,0,2017,2017,"SHA Rance","NZ"
1530,3,3,174,130,1,"1/44",130.0,4.48,174.0,0,0,1992,1993,"U Ranchod","ZIM"
1531,49,1,2,2,1,"1/2",2.0,6.0,2.0,0,0,1976,1985,"DW Randall","ENG"
1532,2,2,72,48,1,"1/30",48.0,4.0,72.0,0,0,1981,1983,"Randhir Singh","INDIA"
1533,2,2,36,27,1,"1/13",27.0,4.5,36.0,0,0,1998,1998,"SS Raul","INDIA"
1534,6,5,122,128,1,"1/59",128.0,6.29,122.0,0,0,2013,2014,"Raza-ur-Rehman","CAN"
1535,1,1,60,68,1,"1/68",68.0,6.8,60.0,0,0,2014,2014,"Raza Hasan","PAK"
1536,3,3,84,77,1,"1/37",77.0,5.5,84.0,0,0,1989,1990,"V Razdan","INDIA"
1537,2,2,78,63,1,"1/37",63.0,4.84,78.0,0,0,2004,2004,"CA Reid","USA"
1538,9,1,7,13,1,"1/13",13.0,11.14,7.0,0,0,1988,1991,"RB Reid","NZ"
1539,224,6,58,46,1,"1/4",46.0,4.75,58.0,0,0,1983,1996,"RB Richardson","WI"
1540,1,1,56,30,1,"1/30",30.0,3.21,56.0,0,0,1976,1976,"ADG Roberts","NZ"
1541,3,3,138,170,1,"1/57",170.0,7.39,138.0,0,0,2007,2009,"RJ Robinson","BMUDA"
1542,1,1,42,34,1,"1/34",34.0,4.85,42.0,0,0,2017,2017,"TS Roland-Jones","ENG"
1543,2,1,24,52,1,"1/52",52.0,13.0,24.0,0,0,2004,2004,"LC Romero","USA"
1544,36,3,45,44,1,"1/17",44.0,5.86,45.0,0,0,2014,2016,"RR Rossouw","SA"
1545,1,1,60,44,1,"1/44",44.0,4.4,60.0,0,0,2004,2004,"Sameer Zia","UAE"
1546,5,2,60,57,1,"1/44",57.0,5.7,60.0,0,0,2008,2014,"Saqib Ali","UAE"
1547,1,1,42,49,1,"1/49",49.0,7.0,42.0,0,0,2019,2019,"Saqib Zulfiqar","NL"
1548,2,1,48,56,1,"1/56",56.0,7.0,48.0,0,0,2019,2019,"Sayed Shirzad","not found"
1549,1,1,54,35,1,"1/35",35.0,3.88,54.0,0,0,1992,1992,"BN Schultz","SA"
1550,4,3,108,130,1,"1/61",130.0,7.22,108.0,0,0,2003,2003,"BB Seebaran","CAN"
1551,3,3,120,100,1,"1/51",100.0,5.0,120.0,0,0,1975,1975,"RK Sethi","EAf"
1552,2,2,78,37,1,"1/15",37.0,2.84,78.0,0,0,1996,1996,"Shehzad Altaf","UAE"
1553,1,1,54,50,1,"1/50",50.0,5.55,54.0,0,0,1987,1987,"Shakeel Khan","PAK"
1554,1,1,36,8,1,"1/8",8.0,1.33,36.0,0,0,2014,2014,"M Shezi","SA"
1555,3,3,114,94,1,"1/25",94.0,4.94,114.0,0,0,1999,1999,"LR Shukla","INDIA"
1556,1,1,56,29,1,"1/29",29.0,3.1,56.0,0,0,1971,1971,"K Shuttleworth","ENG"
1557,75,2,42,33,1,"1/21",33.0,4.71,42.0,0,0,1999,2011,"LPC Silva","SL"
1558,68,12,156,172,1,"1/3",172.0,6.61,156.0,0,0,2006,2015,"LMP Simmons","WI"
1559,2,2,82,77,1,"1/58",77.0,5.63,82.0,0,0,1986,1986,"RP Singh","INDIA"
1560,2,2,84,54,1,"1/40",54.0,3.85,84.0,0,0,1984,1984,"MA Small","WI"
1561,2,2,90,97,1,"1/34",97.0,6.46,90.0,0,0,2016,2016,"RAJ Smith","SCOT"
1562,2,2,71,63,1,"1/41",63.0,5.32,71.0,0,0,2018,2018,"S Snater","NL"
1563,1,1,63,31,1,"1/31",31.0,2.95,63.0,0,0,1973,1973,"GS Sobers","WI"
1564,26,4,54,42,1,"1/16",42.0,4.66,54.0,0,0,2013,2016,"Sohaib Maqsood","PAK"
1565,51,7,111,105,1,"1/17",105.0,5.67,111.0,0,0,2000,2006,"VS Solanki","ENG"
1566,4,3,96,97,1,"1/23",97.0,6.06,96.0,0,0,2018,2018,"OP Stone","ENG"
1567,12,4,66,61,1,"1/28",61.0,5.54,66.0,0,0,2006,2006,"GM Strydom","ZIM"
1568,9,1,48,63,1,"1/63",63.0,7.87,48.0,0,0,2008,2008,"R Strydom","IRE"
1569,1,1,60,45,1,"1/45",45.0,4.5,60.0,0,0,2016,2016,"Subashis Roy","BDESH"
1570,2,2,66,84,1,"1/60",84.0,7.63,66.0,0,0,2004,2004,"Syed Maqsood","UAE"
1571,1,1,66,72,1,"1/72",72.0,6.54,66.0,0,0,1992,1992,"Tanvir Mehdi","PAK"
1572,22,3,72,85,1,"1/49",85.0,7.08,72.0,0,0,2001,2011,"Taufeeq Umar","PAK"
1573,3,3,72,73,1,"1/35",73.0,6.08,72.0,0,0,2008,2008,"GJ Thompson","IRE"
1574,1,1,64,22,1,"1/22",22.0,2.06,64.0,0,0,1971,1971,"AL Thomson","AUS"
1575,41,5,126,103,1,"1/24",103.0,4.9,126.0,0,0,2001,2007,"Tushar Imran","BDESH"
1576,2,2,108,125,1,"1/65",125.0,6.94,108.0,0,0,2015,2015,"Umair Ali","UAE"
1577,15,2,38,34,1,"1/21",34.0,5.36,38.0,0,0,2014,2017,"Usman Ghani","not found"
1578,3,3,120,119,1,"1/24",119.0,5.95,120.0,0,0,2003,2003,"BO van Rooi","NAM"
1579,43,1,5,5,1,"1/5",5.0,6.0,5.0,0,0,2000,2009,"MA Vermeulen","ZIM"
1580,17,2,36,37,1,"1/19",37.0,6.16,36.0,0,0,2010,2015,"M Vijay","INDIA"
1581,102,3,20,25,1,"1/0",25.0,7.5,20.0,0,0,2001,2007,"L Vincent","NZ"
1582,2,2,30,29,1,"1/20",29.0,5.8,30.0,0,0,2019,2019,"Waheed Ahmed","UAE"
1583,1,1,60,65,1,"1/65",65.0,6.5,60.0,0,0,2017,2017,"Washington Sundar","INDIA"
1584,3,3,114,79,1,"1/36",79.0,4.15,114.0,0,0,1992,1992,"Wasim Haider","PAK"
1585,2,1,60,49,1,"1/49",49.0,4.9,60.0,0,0,2012,2012,"S Weerakoon","SL"
1586,4,4,156,195,1,"1/56",195.0,7.5,156.0,0,0,2011,2011,"BA Westdijk","NL"
1587,35,6,57,70,1,"1/13",70.0,7.36,57.0,0,0,1982,1987,"S Wettimuny","SL"
1588,5,4,126,91,1,"1/37",91.0,4.33,126.0,0,0,2019,2019,"CG Williams","NAM"
1589,57,1,24,30,1,"1/30",30.0,7.5,24.0,0,0,1994,1999,"SC Williams","WI"
1590,3,3,158,171,1,"1/43",171.0,6.49,158.0,0,0,2016,2016,"DJ Worrall","AUS"
1591,1,1,24,8,1,"1/8",8.0,2.0,24.0,0,0,2016,2016,"J Yadav","INDIA"
1592,42,8,201,199,1,"1/27",199.0,5.94,201.0,0,0,1978,1985,"Yashpal Sharma","INDIA"
1593,6,5,234,251,1,"1/26",251.0,6.43,234.0,0,0,1998,1999,"BE Young","AUS"
1594,1,1,36,56,1,"1/56",56.0,9.33,36.0,0,0,2008,2008,"Zain Abbas","HKG"
1595,2,2,90,74,1,"1/37",74.0,4.93,90.0,0,0,1987,1987,"AK Zesers","AUS"
1596,6,1,12,10,0,"-1",-1.0,5.0,-1.0,0,0,2018,2019,"Aarif Sheikh","NEPAL"
1597,1,1,60,40,0,"-1",-1.0,4.0,-1.0,0,0,2000,2000,"S Abrahams","SA"
1598,7,7,216,244,0,"-1",-1.0,6.77,-1.0,0,0,2012,2018,"Abul Hasan","BDESH"
1599,1,1,18,23,0,"-1",-1.0,7.66,-1.0,0,0,1985,1985,"FS Ahangama","SL"
1600,1,1,6,12,0,"-1",-1.0,12.0,-1.0,0,0,2009,2009,"Ahmed Shah","not found"
1601,44,6,117,138,0,"-1",-1.0,7.07,-1.0,0,0,1988,2003,"Akram Khan","BDESH"
1602,1,1,12,22,0,"-1",-1.0,11.0,-1.0,0,0,2008,2008,"Aman Ali","UAE"
1603,37,1,2,4,0,"-1",-1.0,12.0,-1.0,0,0,1991,1994,"PK Amre","INDIA"
1604,8,2,30,20,0,"-1",-1.0,4.0,-1.0,0,0,2014,2016,"J Anderson","IRE"
1605,2,2,48,68,0,"-1",-1.0,8.5,-1.0,0,0,1995,1998,"Anisur Rahman","BDESH"
1606,1,1,48,45,0,"-1",-1.0,5.62,-1.0,0,0,2002,2002,"Anwar Hossain Monir","BDESH"
1607,1,1,18,17,0,"-1",-1.0,5.66,-1.0,0,0,2018,2018,"Ariful Haque","BDESH"
1608,60,2,12,18,0,"-1",-1.0,9.0,-1.0,0,0,2010,2017,"Asad Shafiq","PAK"
1609,3,3,102,84,0,"-1",-1.0,4.94,-1.0,0,0,1994,1994,"Ashfaq Ahmed","PAK"
1610,18,1,5,9,0,"-1",-1.0,10.8,-1.0,0,0,2018,2019,"Asif Ali","PAK"
1611,1,1,24,32,0,"-1",-1.0,8.0,-1.0,0,0,2015,2015,"Asif Iqbal","UAE"
1612,268,2,51,41,0,"-1",-1.0,4.82,-1.0,0,0,1990,2007,"MS Atapattu","SL"
1613,31,1,6,10,0,"-1",-1.0,10.0,-1.0,0,0,1980,1988,"CWJ Athey","ENG"
1614,1,1,6,13,0,"-1",-1.0,13.0,-1.0,0,0,1978,1978,"RA Austin","WI"
1615,22,1,6,9,0,"-1",-1.0,9.0,-1.0,0,0,2014,2018,"Babar Hayat","HKG"
1616,4,1,36,25,0,"-1",-1.0,4.16,-1.0,0,0,1985,1990,"RJ Bailey","ENG"
1617,32,3,30,37,0,"-1",-1.0,7.4,-1.0,0,0,2010,2019,"W Barresi","NL"
1618,6,2,18,22,0,"-1",-1.0,7.33,-1.0,0,0,2008,2008,"OO Bascome","BMUDA"
1619,13,3,24,31,0,"-1",-1.0,7.75,-1.0,0,0,2007,2014,"TC Bastiampillai","CAN"
1620,5,1,12,11,0,"-1",-1.0,5.5,-1.0,0,0,2004,2008,"Bazid Khan","PAK"
1621,24,2,19,12,0,"-1",-1.0,3.78,-1.0,0,0,1986,1992,"CA Best","WI"
1622,5,5,228,196,0,"-1",-1.0,5.15,-1.0,0,0,2001,2001,"MI Black","WI"
1623,2,1,18,16,0,"-1",-1.0,5.33,-1.0,0,0,2015,2015,"J Blackwood","WI"
1624,1,1,6,7,0,"-1",-1.0,7.0,-1.0,0,0,2004,2004,"DL Blake","USA"
1625,2,1,6,8,0,"-1",-1.0,8.0,-1.0,0,0,2007,2007,"GH Bodi","SA"
1626,181,7,82,86,0,"-1",-1.0,6.29,-1.0,0,0,1984,1995,"DC Boon","AUS"
1627,2,2,54,72,0,"-1",-1.0,8.0,-1.0,0,0,2011,2011,"SG Borthwick","ENG"
1628,2,2,51,66,0,"-1",-1.0,7.76,-1.0,0,0,1992,1992,"T Bosch","SA"
1629,2,2,102,113,0,"-1",-1.0,6.64,-1.0,0,0,1999,1999,"JWHD Boteju","SL"
1630,1,1,36,37,0,"-1",-1.0,6.16,-1.0,0,0,2009,2009,"SA Britton","IRE"
1631,34,1,6,6,0,"-1",-1.0,6.0,-1.0,0,0,1987,1988,"BC Broad","ENG"
1632,16,1,6,5,0,"-1",-1.0,5.0,-1.0,0,0,1996,2001,"AD Brown","ENG"
1633,4,3,102,109,0,"-1",-1.0,6.41,-1.0,0,0,1999,1999,"CE Bulfin","NZ"
1634,2,2,66,67,0,"-1",-1.0,6.09,-1.0,0,0,2003,2003,"SF Burger","NAM"
1635,6,1,6,13,0,"-1",-1.0,13.0,-1.0,0,0,2019,2019,"JD Campbell","WI"
1636,6,1,6,12,0,"-1",-1.0,12.0,-1.0,0,0,2013,2014,"MA Carberry","ENG"
1637,6,1,6,8,0,"-1",-1.0,8.0,-1.0,0,0,2007,2007,"KED Carroll","IRE"
1638,1,1,24,14,0,"-1",-1.0,3.5,-1.0,0,0,2006,2006,"G Chapple","ENG"
1639,48,1,5,12,0,"-1",-1.0,14.4,-1.0,0,0,2012,2016,"J Charles","WI"
1640,1,1,6,18,0,"-1",-1.0,18.0,-1.0,0,0,2016,2016,"K Christie","HKG"
1641,3,1,18,21,0,"-1",-1.0,7.0,-1.0,0,0,1972,1972,"DB Close","ENG"
1642,1,1,66,72,0,"-1",-1.0,6.54,-1.0,0,0,1972,1972,"DJ Colley","AUS"
1643,1,1,64,62,0,"-1",-1.0,5.81,-1.0,0,0,1971,1971,"AN Connolly","AUS"
1644,75,1,6,1,0,"-1",-1.0,1.0,-1.0,0,0,1983,1990,"JJ Crowe","NZ"
1645,13,1,18,17,0,"-1",-1.0,5.66,-1.0,0,0,2003,2009,"CD Cumming","NZ"
1646,4,4,194,169,0,"-1",-1.0,5.22,-1.0,0,0,1983,1985,"GN de Silva","SL"
1647,1,1,12,25,0,"-1",-1.0,12.5,-1.0,0,0,2009,2009,"BJ Diamanti","NZ"
1648,1,1,47,68,0,"-1",-1.0,8.68,-1.0,0,0,2019,2019,"S Dube","INDIA"
1649,1,1,36,31,0,"-1",-1.0,5.16,-1.0,0,0,2013,2013,"N Dutta","CAN"
1650,82,2,5,11,0,"-1",-1.0,13.2,-1.0,0,0,2001,2005,"DD Ebrahim","ZIM"
1651,64,1,12,5,0,"-1",-1.0,2.5,-1.0,0,0,1978,1986,"BA Edgar","NZ"
1652,1,1,1,0,0,"-1",-1.0,0.0,-1.0,0,0,1975,1975,"WJ Edwards","AUS"
1653,2,2,84,99,0,"-1",-1.0,7.07,-1.0,0,0,2007,2007,"RR Emrit","WI"
1654,5,3,96,65,0,"-1",-1.0,4.06,-1.0,0,0,2019,2019,"MG Erasmus","NAM"
1655,6,6,228,208,0,"-1",-1.0,5.47,-1.0,0,0,2002,2003,"JJ Esmeijer","NL"
1656,3,3,169,111,0,"-1",-1.0,3.94,-1.0,0,0,2001,2002,"Fahim Muntasir","BDESH"
1657,75,1,6,9,0,"-1",-1.0,9.0,-1.0,0,0,1987,1999,"NH Fairbrother","ENG"
1658,18,2,18,33,0,"-1",-1.0,11.0,-1.0,0,0,2000,2006,"Faisal Iqbal","PAK"
1659,3,3,162,121,0,"-1",-1.0,4.48,-1.0,0,0,2014,2016,"Fayyaz Ahmed","UAE"
1660,2,2,72,48,0,"-1",-1.0,4.0,-1.0,0,0,1998,2001,"Fazl-e-Akbar","PAK"
1661,2,1,18,16,0,"-1",-1.0,5.33,-1.0,0,0,2018,2018,"Fazle Mahmud","BDESH"
1662,1,1,12,22,0,"-1",-1.0,11.0,-1.0,0,0,2017,2017,"AM Fernando","SL"
1663,6,1,12,16,0,"-1",-1.0,8.0,-1.0,0,0,2019,2019,"BOP Fernando","SL"
1664,25,3,28,26,0,"-1",-1.0,5.57,-1.0,0,0,2008,2016,"ADS Fletcher","WI"
1665,213,2,30,23,0,"-1",-1.0,4.6,-1.0,0,0,1992,2003,"A Flower","ZIM"
1666,20,3,24,25,0,"-1",-1.0,6.25,-1.0,0,0,2008,2012,"DR Flynn","NZ"
1667,4,1,1,2,0,"-1",-1.0,12.0,-1.0,0,0,2008,2008,"CR Foggo","BMUDA"
1668,1,1,54,48,0,"-1",-1.0,5.33,-1.0,0,0,2000,2000,"PJ Franks","ENG"
1669,3,3,144,107,0,"-1",-1.0,4.45,-1.0,0,0,1975,1975,"Frasat Ali","EAf"
1670,147,1,6,13,0,"-1",-1.0,13.0,-1.0,0,0,2003,2013,"G Gambhir","INDIA"
1671,35,1,1,4,0,"-1",-1.0,24.0,-1.0,0,0,1999,2006,"D Ganga","WI"
1672,1,1,24,15,0,"-1",-1.0,3.75,-1.0,0,0,2018,2018,"SP Gauchan","NEPAL"
1673,5,2,15,25,0,"-1",-1.0,10.0,-1.0,0,0,2011,2011,"TG Gordon","CAN"
1674,114,2,5,14,0,"-1",-1.0,16.8,-1.0,0,0,1978,1991,"DI Gower","ENG"
1675,84,1,6,5,0,"-1",-1.0,5.0,-1.0,0,0,1988,1996,"MJ Greatbatch","NZ"
1676,1,1,54,34,0,"-1",-1.0,3.77,-1.0,0,0,1979,1979,"FRMD Gunatilleke","SL"
1677,3,3,60,68,0,"-1",-1.0,6.8,-1.0,0,0,2016,2016,"Gurkeerat Singh","INDIA"
1678,20,1,3,13,0,"-1",-1.0,26.0,-1.0,0,0,2002,2004,"Hannan Sarkar","BDESH"
1679,39,2,18,25,0,"-1",-1.0,8.33,-1.0,0,0,2013,2019,"Hashmatullah Shahidi","not found"
1680,161,1,6,18,0,"-1",-1.0,18.0,-1.0,0,0,1993,2008,"ML Hayden","AUS"
1681,1,1,42,31,0,"-1",-1.0,4.42,-1.0,0,0,1995,1995,"RL Hayes","NZ"
1682,238,1,30,24,0,"-1",-1.0,4.8,-1.0,0,0,1978,1994,"DL Haynes","WI"
1683,6,1,7,9,0,"-1",-1.0,7.71,-1.0,0,0,2018,2018,"C Hemraj","WI"
1684,2,2,90,49,0,"-1",-1.0,3.26,-1.0,0,0,1983,1983,"VR Hogg","ZIM"
1685,1,1,42,43,0,"-1",-1.0,6.14,-1.0,0,0,2008,2008,"DAW Hollis","BMUDA"
1686,89,1,6,3,0,"-1",-1.0,3.0,-1.0,0,0,1991,1997,"AC Hudson","SA"
1687,97,1,1,4,0,"-1",-1.0,24.0,-1.0,0,0,1977,1985,"KJ Hughes","AUS"
1688,1,1,12,16,0,"-1",-1.0,8.0,-1.0,0,0,2019,2019,"Hussain Talat","PAK"
1689,4,3,78,82,0,"-1",-1.0,6.3,-1.0,0,0,2019,2019,"EH Hutchinson","USA"
1690,4,3,72,88,0,"-1",-1.0,7.33,-1.0,0,0,2003,2006,"N Ifill","CAN"
1691,31,1,6,17,0,"-1",-1.0,17.0,-1.0,0,0,2010,2013,"CA Ingram","SA"
1692,1,1,36,46,0,"-1",-1.0,7.66,-1.0,0,0,2000,2000,"Irfan Fazil","PAK"
1693,1,1,30,23,0,"-1",-1.0,4.6,-1.0,0,0,2014,2014,"Irfan Sajid","UAE"
1694,1,1,18,24,0,"-1",-1.0,8.0,-1.0,0,0,2016,2016,"Ishtiaq Muhammad","HKG"
1695,12,2,12,15,0,"-1",-1.0,7.5,-1.0,0,0,2017,2019,"SS Iyer","INDIA"
1696,2,2,42,36,0,"-1",-1.0,5.14,-1.0,0,0,1990,1990,"Jahangir Alam Talukdar","BDESH"
1697,1,1,24,28,0,"-1",-1.0,7.0,-1.0,0,0,2003,2003,"Jamaluddin Ahmed","BDESH"
1698,3,1,12,3,0,"-1",-1.0,1.5,-1.0,0,0,1973,1975,"JA Jameson","ENG"
1699,17,6,55,46,0,"-1",-1.0,5.01,-1.0,0,0,2004,2004,"WS Jayantha","SL"
1700,2,2,96,95,0,"-1",-1.0,5.93,-1.0,0,0,2018,2018,"NGRP Jayasuriya","SL"
1701,1,1,64,28,0,"-1",-1.0,2.62,-1.0,0,0,1975,1975,"TJ Jenner","AUS"
1702,54,2,12,13,0,"-1",-1.0,6.5,-1.0,0,0,2007,2011,"Junaid Siddique","BDESH"
1703,3,3,90,84,0,"-1",-1.0,5.6,-1.0,0,0,2019,2019,"Kaleemullah","OMAN"
1704,2,1,6,3,0,"-1",-1.0,3.0,-1.0,0,0,1988,1988,"SMS Kaluperuma","SL"
1705,2,1,1,4,0,"-1",-1.0,24.0,-1.0,0,0,2007,2007,"AL Kandappah","CAN"
1706,1,1,24,31,0,"-1",-1.0,7.75,-1.0,0,0,2017,2017,"Karim Janat","not found"
1707,28,2,16,18,0,"-1",-1.0,6.75,-1.0,0,0,2011,2019,"FDM Karunaratne","SL"
1708,3,3,162,179,0,"-1",-1.0,6.62,-1.0,0,0,2018,2018,"S Kaul","INDIA"
1709,1,1,36,25,0,"-1",-1.0,4.16,-1.0,0,0,2015,2015,"PHT Kaushal","SL"
1710,2,2,48,57,0,"-1",-1.0,7.12,-1.0,0,0,2002,2002,"JC Kent","SA"
1711,39,2,24,34,0,"-1",-1.0,8.5,-1.0,0,0,2006,2012,"AN Kervezee","NL"
1712,5,2,48,48,0,"-1",-1.0,6.0,-1.0,0,0,2009,2009,"S Keshvani","CAN"
1713,185,3,30,23,0,"-1",-1.0,4.6,-1.0,0,0,1993,2003,"G Kirsten","SA"
1714,4,4,78,80,0,"-1",-1.0,6.15,-1.0,0,0,2011,2012,"CKB Kulasekara","SL"
1715,122,1,6,3,0,"-1",-1.0,3.0,-1.0,0,0,1982,1992,"AJ Lamb","ENG"
1716,12,2,72,74,0,"-1",-1.0,6.16,-1.0,0,0,1990,2004,"CB Lambert","USA"
1717,2,2,36,47,0,"-1",-1.0,7.83,-1.0,0,0,2004,2008,"JPR Lamsam","HKG"
1718,25,2,15,22,0,"-1",-1.0,8.8,-1.0,0,0,1979,1991,"W Larkins","ENG"
1719,86,4,42,40,0,"-1",-1.0,5.71,-1.0,0,0,1998,2006,"VVS Laxman","INDIA"
1720,158,4,24,18,0,"-1",-1.0,4.5,-1.0,0,0,1981,1993,"AL Logie","WI"
1721,1,1,12,19,0,"-1",-1.0,9.5,-1.0,0,0,2007,2007,"CH Lonsdale","BMUDA"
1722,1,1,36,36,0,"-1",-1.0,6.0,-1.0,0,0,2006,2006,"AGR Loudon","ENG"
1723,3,3,132,137,0,"-1",-1.0,6.22,-1.0,0,0,2001,2001,"AJ Mackay","ZIM"
1724,64,5,46,27,0,"-1",-1.0,3.52,-1.0,0,0,2000,2009,"ND McKenzie","SA"
1725,63,1,4,1,0,"-1",-1.0,1.5,-1.0,0,0,1979,1988,"RS Madugalle","SL"
1726,4,4,66,73,0,"-1",-1.0,6.63,-1.0,0,0,1997,1997,"Mafizur Rahman","BDESH"
1727,213,2,2,7,0,"-1",-1.0,21.0,-1.0,0,0,1986,1999,"RS Mahanama","SL"
1728,7,1,48,38,0,"-1",-1.0,4.75,-1.0,0,0,2010,2011,"GI Maiden","SCOT"
1729,1,1,30,30,0,"-1",-1.0,6.0,-1.0,0,0,2019,2019,"GT Main","SCOT"
1730,20,1,6,0,0,"-1",-1.0,0.0,-1.0,0,0,1982,1986,"AO Malhotra","INDIA"
1731,2,1,6,7,0,"-1",-1.0,7.0,-1.0,0,0,1990,1990,"Mansoor Rana","PAK"
1732,1,1,12,11,0,"-1",-1.0,5.5,-1.0,0,0,1990,1990,"Maqsood Rana","PAK"
1733,6,1,27,22,0,"-1",-1.0,4.88,-1.0,0,0,2003,2003,"I Maraj","CAN"
1734,117,1,6,4,0,"-1",-1.0,4.0,-1.0,0,0,1986,1992,"GR Marsh","AUS"
1735,33,2,9,6,0,"-1",-1.0,4.0,-1.0,0,0,2005,2019,"XM Marshall","USA"
1736,2,1,18,19,0,"-1",-1.0,6.33,-1.0,0,0,2018,2018,"PS Masvaure","ZIM"
1737,1,1,4,4,0,"-1",-1.0,6.0,-1.0,0,0,2002,2002,"Mazharul Haque","BDESH"
1738,7,2,48,60,0,"-1",-1.0,7.5,-1.0,0,0,1994,1996,"Mazhar Hussain","UAE"
1739,1,1,48,38,0,"-1",-1.0,4.75,-1.0,0,0,2014,2014,"GJ McCarter","IRE"
1740,18,3,30,42,0,"-1",-1.0,8.4,-1.0,0,0,1998,2003,"Mehrab Hossain","BDESH"
1741,1,1,41,34,0,"-1",-1.0,4.97,-1.0,0,0,1987,1987,"MA Meman","ZIM"
1742,73,2,20,28,0,"-1",-1.0,8.4,-1.0,0,0,2016,2019,"BKG Mendis","SL"
1743,162,1,24,30,0,"-1",-1.0,7.5,-1.0,0,0,2002,2015,"Misbah-ul-Haq","PAK"
1744,63,4,19,27,0,"-1",-1.0,8.52,-1.0,0,0,1996,2006,"HS Modi","KENYA"
1745,9,1,12,10,0,"-1",-1.0,5.0,-1.0,0,0,2018,2019,"Mohammad Boota","UAE"
1746,4,1,18,23,0,"-1",-1.0,7.66,-1.0,0,0,2019,2019,"Mohammad Nadeem","OMAN"
1747,28,8,146,131,0,"-1",-1.0,5.38,-1.0,0,0,2011,2018,"JN Mohammed","WI"
1748,1,1,60,76,0,"-1",-1.0,7.6,-1.0,0,0,2019,2019,"Mohammed Siraj","INDIA"
1749,4,4,87,100,0,"-1",-1.0,6.89,-1.0,0,0,2006,2007,"PJK Mooney","IRE"
