,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,start,end,name,country
1309,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
1310,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
1311,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
1312,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
1313,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
1314,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
1315,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
1316,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
1317,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
1318,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
1319,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
1320,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
1321,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
1322,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
1323,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
1324,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
1325,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
1326,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
1327,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
1328,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
1329,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
1330,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
1331,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
1332,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
1333,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
1334,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
1335,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
1336,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
1337,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
1338,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
1339,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
1340,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
1341,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
1342,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
1343,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
1344,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
1345,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
1346,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
1347,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
1348,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
1349,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
1350,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
1351,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
1352,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
1353,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
1354,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
1355,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
1356,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
1357,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
1358,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
1359,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
1360,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
1361,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
1362,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
1363,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
1364,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
1365,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
1366,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
1367,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
1368,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
1369,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
1370,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
1371,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
1372,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
1373,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
1374,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
1375,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
1376,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
1377,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
1378,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
1379,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
1380,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
1381,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
1382,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
1383,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
1384,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
1385,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
1386,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
1387,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
1388,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
1389,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
1390,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
1391,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
1392,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
1393,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
1394,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
1395,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
1396,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
1397,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
1398,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
1399,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
1400,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
1401,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
1402,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
1403,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
1404,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
1405,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
1406,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
1407,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
1408,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
1409,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
1410,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
1411,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
1412,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
1413,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
1414,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
1415,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
1416,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
1417,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
1418,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
1419,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
1420,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
1421,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
1422,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
1423,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
1424,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
1425,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
1426,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
1427,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
1428,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
1429,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
1430,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
1431,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
1432,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
1433,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
1434,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
1435,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
1436,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
1437,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
1438,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
1439,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
1440,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
1441,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
1442,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
1443,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
1444,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
1445,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
1446,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
1447,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
1448,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
1449,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
1450,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
1451,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
1452,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
1453,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
1454,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
1455,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
1456,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
1457,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
1458,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
1459,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
1460,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
1461,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
1462,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
1463,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
1464,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
1465,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
1466,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
1467,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
1468,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
1469,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
1470,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
1471,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
1472,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
1473,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
1474,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
1475,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
1476,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
1477,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
1478,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
1479,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
1480,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
1481,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
1482,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
1483,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
1484,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
1485,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
1486,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
1487,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
1488,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
1489,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
1490,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
1491,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
1492,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
1493,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
1494,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
1495,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
1496,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
1497,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
1498,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
1499,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
1500,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
1501,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
1502,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
1503,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
1504,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
1505,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
1506,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
1507,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
1508,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
1509,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
1510,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
1511,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
1512,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
1513,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
1514,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
1515,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
1516,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
1517,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
1518,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
1519,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
1520,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
1521,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
1522,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
1523,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
1524,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
1525,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
1526,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
1527,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
1528,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
1529,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
1530,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
1531,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
1532,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
1533,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
1534,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
1535,350,347,130,130,0,0,130,3 (3ct 0st),0.374,1993,2011,M Muralitharan ,SL
1536,273,270,127,127,0,0,127,3 (3ct 0st),0.47,1979,1994,AR Border ,AUS
1537,398,392,127,127,0,0,127,2 (2ct 0st),0.3229999999999999,1996,2015,Shahid Afridi ,PAK
1538,126,126,126,91,35,91,0,5 (3ct 2st),1.0,1995,2006,Khaled Mashud ,BDESH
1539,330,325,124,123,1,5,118,3 (3ct 0st),0.381,1999,2016,TM Dilshan ,SL
1540,301,294,124,124,0,0,124,3 (3ct 0st),0.421,1999,2019,CH Gayle ,WI
1541,242,240,124,124,0,0,124,3 (3ct 0st),0.516,2008,2019,V Kohli ,INDIA
1542,92,92,124,120,4,120,0,5 (5ct 0st),1.347,1971,1984,RW Marsh ,AUS
1543,445,441,123,123,0,0,123,3 (3ct 0st),0.278,1989,2011,ST Jayasuriya ,SL
1544,227,225,120,120,0,0,120,4 (4ct 0st),0.5329999999999999,1987,2003,CL Hooper ,WI
1545,299,296,120,120,0,0,120,3 (3ct 0st),0.405,1990,2007,BC Lara ,WI
1546,85,83,117,105,12,105,0,4 (4ct 0st),1.409,2008,2017,L Ronchi ,AUS
1547,94,94,117,108,9,108,0,5 (5ct 0st),1.244,2012,2017,MS Wade ,AUS
1548,378,373,113,113,0,0,113,3 (3ct 0st),0.302,1991,2007,Inzamam-ul-Haq ,PAK
1549,325,324,111,111,0,0,111,3 (3ct 0st),0.342,1986,2002,SR Waugh ,AUS
1550,404,397,501,402,99,383,19,5 (4ct 1st),1.261,2000,2015,KC Sangakkara ,SL
1551,287,286,472,417,55,417,0,6 (6ct 0st),1.65,1996,2008,AC Gilchrist ,AUS
1552,350,345,444,321,123,321,0,6 (5ct 1st),1.286,2004,2019,MS Dhoni ,INDIA
1553,295,291,425,403,22,402,1,6 (6ct 0st),1.46,1998,2011,MV Boucher ,SA
1554,219,217,287,214,73,214,0,5 (5ct 0st),1.3219999999999998,1990,2004,Moin Khan ,PAK
1555,260,257,277,262,15,227,35,5 (5ct 0st),1.077,2002,2016,BB McCullum ,NZ
1556,168,168,233,194,39,194,0,4 (4ct 0st),1.386,1988,1997,IA Healy ,AUS
1557,216,215,225,181,44,179,2,5 (5ct 0st),1.046,2006,2019,Mushfiqur Rahim ,BDESH
1558,166,164,220,182,38,182,0,5 (5ct 0st),1.341,1992,2003,Rashid Latif ,PAK
1559,448,443,218,218,0,0,218,4 (4ct 0st),0.492,1998,2015,DPMD Jayawardene ,SL
1560,344,341,210,196,14,72,124,4 (4ct 0st),0.615,1996,2011,R Dravid ,INDIA
1561,189,188,207,132,75,131,1,5 (4ct 1st),1.101,1990,2004,RS Kaluwitharana ,SL
1562,169,168,204,183,21,183,0,4 (4ct 0st),1.214,1981,1991,PJL Dujon ,WI
1563,142,138,202,171,31,171,0,6 (6ct 0st),1.463,2012,2019,JC Buttler ,ENG
1564,147,145,189,160,29,160,0,6 (5ct 1st),1.3030000000000002,1996,2004,RD Jacobs ,WI
1565,157,154,188,157,31,156,1,5 (4ct 1st),1.22,2002,2017,Kamran Akmal ,PAK
1566,139,137,188,181,7,181,0,5 (5ct 0st),1.372,2005,2016,D Ramdin ,WI
1567,228,223,181,176,5,93,83,5 (5ct 0st),0.8109999999999999,2005,2018,AB de Villiers ,SA
1568,126,124,181,170,11,170,0,5 (5ct 0st),1.459,2001,2015,BJ Haddin ,AUS
1569,170,169,174,159,15,148,11,6 (6ct 0st),1.029,1989,2003,AJ Stewart ,ENG
1570,213,212,173,141,32,133,8,5 (5ct 0st),0.816,1992,2003,A Flower ,ZIM
1571,115,111,166,158,8,158,0,6 (5ct 1st),1.495,2013,2019,Q de Kock ,SA
1572,122,121,165,148,17,148,0,5 (5ct 0st),1.3630000000000002,1991,1998,DJ Richardson ,SA
1573,375,372,160,160,0,0,160,3 (3ct 0st),0.43,1995,2012,RT Ponting ,AUS
1574,334,332,156,156,0,0,156,4 (4ct 0st),0.469,1985,2000,M Azharuddin ,INDIA
1575,140,139,154,110,44,110,0,5 (4ct 1st),1.107,1994,2000,NR Mongia ,INDIA
1576,193,193,154,125,29,96,29,5 (5ct 0st),0.797,2004,2019,BRM Taylor ,ZIM
1577,150,150,147,114,33,112,2,4 (4ct 0st),0.98,2001,2012,T Taibu ,ZIM
1578,179,178,141,116,25,111,5,5 (3ct 2st),0.792,1992,2002,AC Parore ,NZ
1579,116,114,140,116,24,116,0,6 (6ct 0st),1.228,2007,2019,Sarfaraz Ahmed ,PAK
1580,463,456,140,140,0,0,140,4 (4ct 0st),0.307,1989,2012,SR Tendulkar ,INDIA
1581,228,224,137,137,0,0,137,4 (4ct 0st),0.611,2006,2019,LRPL Taylor ,NZ
1582,265,260,135,135,0,5,130,4 (4ct 0st),0.519,2000,2015,Younis Khan ,PAK
1583,280,276,133,133,0,0,133,4 (4ct 0st),0.481,1994,2007,SP Fleming ,NZ
1584,328,324,131,131,0,0,131,3 (3ct 0st),0.4039999999999999,1996,2014,JH Kallis ,SA
